job_id,job_title,company_name,location,industry,employment_type,experience_level,posting_date,job_description,required_skills,degree_required,degrees_accepted,min_salary,max_salary,avg_salary
697,Dentist,Bupa Dental Care,"London, UK",Healthcare,Part-time,Apprentice,8/4/2025,"Diagnose and treat oral health conditions, communicate care plans to patients and maintain accurate clinical records. Key requirements include patient care, clinical assessment, communication, and reporting.","patient care, clinical assessment, communication, reporting, decision making",BDS Dentistry,BDS Dentistry; MSc Oral Health Sciences; MBBS Medicine; BSc Biomedical Science,24019,38224,31121
530,Medical Technician,Siemens Healthineers,"Reading, UK",Healthcare,Full-time,C-Suite,4/1/2025,"Support clinical services through equipment handling, sample preparation or diagnostic support while maintaining accurate records. Key requirements include patient care, clinical assessment, reporting, and communication.","patient care, clinical assessment, reporting, communication, teamwork",BSc Health Sciences,BSc Health Sciences; MSc Biomedical Science; BSc Biology; BSc Chemistry,49000,66000,57600
531,Film Director,Sky,"Leicester, UK",Media & Publishing,Full-time,Executive,10/15/2025,"Lead creative production, guide cast and crew and deliver compelling visual storytelling across film projects. Key requirements include leadership, presentation, communication, and decision making.","leadership, presentation, communication, decision making, stakeholder management",BA Film Production,BA Film Production; MA Media Studies; BSc Media and Communication; BSc Digital Media,83000,112000,97500
532,QA Engineer,Capgemini,"Aberdeen, UK",Technology,Internship,Entry Level,10/8/2025,"Test software releases, identify defects and support quality assurance processes across the development lifecycle. Key requirements include sql, agile, reporting, and git.","sql, agile, reporting, git, problem solving",BSc Computer Science,BSc Computer Science; MEng Software Engineering; BSc Information Technology; BSc Cybersecurity,38000,51000,44200
533,Solutions Architect,Salesforce,"Belfast, UK",Technology,Contract,Principal,1/16/2026,"Design end-to-end solution architectures that align business requirements with secure and scalable technical delivery. Key requirements include aws, azure, rest api, and stakeholder management.","aws, azure, rest api, stakeholder management, presentation",BSc Computer Science,BSc Computer Science; MEng Software Engineering; BSc Information Technology; BSc Business Information Systems,95260,150159,122709
534,Patent Attorney,Mewburn Ellis,"Newcastle, UK",Legal,Contract,Intern,12/2/2025,"Advise on intellectual property matters, prepare applications and support clients on patent strategy and protection. Key requirements include legal research, writing, negotiation, and due diligence.","legal research, writing, negotiation, due diligence, communication",LLB Law,LLB Law; MEng Engineering; BSc Computer Science; BSc Physics,26157,41157,33657
535,Medical Technician,NHS,"Newcastle, UK",Healthcare,Full-time,Junior,6/19/2025,"Support clinical services through equipment handling, sample preparation or diagnostic support while maintaining accurate records. Key requirements include patient care, clinical assessment, reporting, and communication.","patient care, clinical assessment, reporting, communication, teamwork",BSc Health Sciences,BSc Health Sciences; MSc Biomedical Science; BSc Biology; BSc Chemistry,20000,26000,23040
536,Risk Manager,HSBC,"Newcastle, UK",Finance,Full-time,Manager,10/15/2025,"Monitor and assess risk exposure, support governance processes and contribute to mitigation and reporting activity. Key requirements include risk analysis, risk management, reporting, and forecasting.","risk analysis, risk management, reporting, forecasting, communication",BSc Finance,BSc Finance; MSc Economics; BA Business Management; BSc Mathematics,70142,115151,92646
537,Psychiatrist,Priory,"Milton Keynes, UK",Healthcare,Contract,Junior,6/7/2025,"Assess and treat mental health conditions, develop care plans and collaborate with multidisciplinary teams. Key requirements include clinical assessment, patient care, communication, and safeguarding.","clinical assessment, patient care, communication, safeguarding, decision making",MBBS Medicine,MBBS Medicine; MSc Psychiatry; BSc Psychology; BSc Health Sciences,30666,56590,43628
538,Environmental Engineer,Arup,"Reading, UK",Environmental Services,Contract,Contract,3/22/2025,"Deliver engineering solutions for environmental challenges, support compliance and contribute to sustainable project delivery. Key requirements include data analysis, reporting, risk management, and problem solving.","data analysis, reporting, risk management, problem solving, research",BEng Environmental Engineering,BEng Environmental Engineering; MEng Civil Engineering; BEng Mechanical Engineering; BSc Geography,42000,57000,50000
539,Video Producer,Sky,"Milton Keynes, UK",Media & Publishing,Temporary,Specialist,4/27/2025,"Plan and produce video content from concept to delivery, coordinating contributors and maintaining quality outputs. Key requirements include organisation, communication, presentation, and stakeholder management.","organisation, communication, presentation, stakeholder management, writing",BA Media Production,BA Media Production; MA Film Production; BSc Digital Media; BSc Media and Communication,37000,51000,44100
540,Copywriter,Financial Times,"Hybrid, UK",Media & Publishing,Part-time,Head of,3/10/2025,"Write clear, persuasive content for campaigns, digital channels or editorial projects while adapting tone to audience needs. Key requirements include writing, research, content strategy, and communication.","writing, research, content strategy, communication, presentation",BA English,BA English; MSc Strategic Communication; BA Marketing; BSc Journalism,43000,58000,50750
541,Nurse,NHS,"Hull, UK",Healthcare,Full-time,Freelance,2/8/2025,"Provide nursing care, monitor patients and maintain safe, compassionate and well-documented clinical practice. Key requirements include patient care, clinical assessment, communication, and safeguarding.","patient care, clinical assessment, communication, safeguarding, medication management",BSc Nursing,BSc Nursing; MSc Health Sciences; MBBS Medicine; BSc Biomedical Science,32000,44000,38000
542,Plumber,Homeserve,"Milton Keynes, UK",Engineering Services,Full-time,Manager,1/9/2025,"Install and maintain plumbing systems, diagnose faults and complete repair work to required safety and quality standards. Key requirements include troubleshooting, problem solving, communication, and reporting.","troubleshooting, problem solving, communication, reporting, risk management",Level 2 Plumbing Diploma,Level 2 Plumbing Diploma; Water Regulations qualification; BEng Civil Engineering; MSc Building Services; BSc Construction Management,39000,53000,46250
543,Psychiatrist,Priory,"Southampton, UK",Healthcare,Contract,Manager,3/16/2025,"Assess and treat mental health conditions, develop care plans and collaborate with multidisciplinary teams. Key requirements include clinical assessment, patient care, communication, and safeguarding.","clinical assessment, patient care, communication, safeguarding, decision making",MBBS Medicine,MBBS Medicine; MSc Psychiatry; BSc Psychology; BSc Health Sciences,123009,224730,173869
544,Laboratory Technician,NHS,"Sheffield, UK",Healthcare,Internship,Entry Level,8/21/2025,"Prepare samples, support laboratory testing and maintain accurate records in line with quality and safety procedures. Key requirements include reporting, research, communication, and confidentiality.","reporting, research, communication, confidentiality, organisation",BSc Biomedical Science,BSc Biomedical Science; MSc Biology; BSc Chemistry; BSc Health Sciences,24322,39322,31822
545,Curriculum Developer,AQA,Hybrid (Edinburgh),Education,Internship,Specialist,4/26/2025,"Design curriculum materials, align learning outcomes and support high-quality educational content development. Key requirements include writing, research, presentation, and communication.","writing, research, presentation, communication, organisation",BA Education,BA Education; MSc Curriculum Studies; BA English; BSc Psychology,40000,54000,47250
546,Solutions Architect,Accenture,Hybrid (Manchester),Technology,Part-time,Senior,9/10/2025,"Design end-to-end solution architectures that align business requirements with secure and scalable technical delivery. Key requirements include aws, azure, rest api, and stakeholder management.","aws, azure, rest api, stakeholder management, presentation",BSc Computer Science,BSc Computer Science; MEng Software Engineering; BSc Information Technology; BSc Business Information Systems,78815,115309,97062
